timestamp,open,high,low,close,volume,spread,real_volume,volatility,atr,momentum_5,momentum_20,volume_ma,volume_ratio
2016-04-13 17:00:00,1.12812,1.12938,1.12721,1.12835,12351,0,20328992000,0.0019231621394071037,0.0021700000000000053,0.0,0.0,12351.0,1.0
2016-04-13 18:00:00,1.12837,1.1289500000000001,1.1272,1.12792,10055,0,15783820000,0.0015515284771970886,0.001960000000000073,0.0,0.0,11203.0,0.8975274480049986
2016-04-13 19:00:00,1.12793,1.12916,1.12754,1.12867,5801,0,8465990000,0.0014353176747853268,0.0018466666666667002,0.0,0.0,9402.333333333334,0.6169745098734356
2016-04-13 20:00:00,1.12867,1.12919,1.12737,1.12823,4519,0,8203444000,0.0016131462556393046,0.0018400000000000083,0.0,0.0,8181.5,0.5523437022550877
2016-04-13 21:00:00,1.12825,1.12843,1.1273,1.12836,4153,0,6352239000,0.0010014534368464633,0.0016980000000000218,0.0,0.0,7375.8,0.5630575666368394
2016-04-13 22:00:00,1.12833,1.129,1.12789,1.12797,3307,0,5584222000,0.0009840687252320047,0.0016000000000000088,-0.00033677493685468907,0.0,6697.666666666667,0.4937540436968098
2016-04-13 23:00:00,1.12797,1.12804,1.1268,1.12723,3199,0,4358583000,0.0011000416951286853,0.001548571428571423,-0.0006117455138663352,0.0,6197.857142857143,0.5161461334562637
2016-04-14 00:00:00,1.12728,1.12787,1.12721,1.12775,1241,0,1022898000,0.0005852360895587523,0.0014374999999999805,-0.0008151186795077869,0.0,5578.25,0.22247120512705598
2016-04-14 01:00:00,1.12775,1.12837,1.12756,1.12827,3192,0,3901421000,0.0007179132654419592,0.0013677777777777826,3.545376386027144e-05,0.0,5313.111111111111,0.6007779497260446
2016-04-14 02:00:00,1.12827,1.12839,1.12725,1.12776,2162,0,2998440000,0.0010108533730580254,0.0013449999999999962,-0.0005317451877060453,0.0,4998.0,0.43257302921168467
2016-04-14 03:00:00,1.12777,1.12787,1.12628,1.12657,5075,0,7630845000,0.001411363696885218,0.001367272727272722,-0.0012411677615538075,0.0,5005.0,1.013986013986014
2016-04-14 04:00:00,1.12656,1.12673,1.12535,1.12628,5041,0,8042250000,0.001225272578754783,0.0013683333333333232,-0.0008427738793325146,0.0,5008.0,1.0065894568690097
2016-04-14 05:00:00,1.1262699999999999,1.12686,1.1259299999999999,1.12684,4724,0,9359536000,0.0008253168151646173,0.0013346153846153829,-0.0008069164265129825,0.0,4986.153846153846,0.9474236346806542
2016-04-14 06:00:00,1.12684,1.1273,1.12638,1.12656,3119,0,5084024000,0.00081664536287462,0.0013050000000000006,-0.0015155946714883184,0.0,4852.785714285715,0.6427236197176879
2016-04-14 07:00:00,1.12656,1.1267,1.12606,1.12614,2589,0,4118154000,0.0005683129983838368,0.0011957142857142841,-0.0014364758459247673,0.0,4701.866666666667,0.5506323729582577
2016-04-14 08:00:00,1.12615,1.12661,1.1259000000000001,1.12625,3233,0,5440518000,0.0006304106548277615,0.001121428571428543,-0.00028404803962478464,0.0,4610.0625,0.7012920106831524
2016-04-14 09:00:00,1.12625,1.1268799999999999,1.12515,1.1264,6868,0,11207459000,0.0015358664772725382,0.001129285714285674,0.00010654544163091195,0.0,4742.882352941177,1.4480645921442656
2016-04-14 10:00:00,1.12641,1.12641,1.12335,1.1253,10163,0,15615728000,0.002719274860037182,0.0012178571428570959,-0.001366653650917704,0.0,5044.0,2.0148691514670896
2016-04-14 11:00:00,1.1253,1.1271200000000001,1.12404,1.1267800000000001,9002,0,19433910000,0.002733452847938545,0.0013571428571428187,0.00019528476068741973,0.0,5252.315789473684,1.7139106559512596
2016-04-14 12:00:00,1.12677,1.12733,1.1251,1.12557,8388,0,14681962000,0.0019812184048970337,0.0014371428571428194,-0.0005061537641856129,0.0,5409.1,1.55072008282339
2016-04-14 13:00:00,1.12555,1.12643,1.12533,1.1259000000000001,6598,0,12334652000,0.0009769961808332008,0.0014271428571428332,-0.00031076581576017226,-0.0021713120928787966,5121.45,1.2883070224252897
2016-04-14 14:00:00,1.12591,1.12683,1.12545,1.12594,6257,0,9468307000,0.0012256425742046084,0.0014785714285714085,-0.0004083806818182545,-0.0017554436484857883,4931.55,1.2687694538228345
2016-04-14 15:00:00,1.12596,1.12945,1.12493,1.12758,12064,0,19435618000,0.004008584756735735,0.0017435714285714,0.0020261263663023943,-0.000965738435503738,5244.7,2.3002268957233016
2016-04-14 16:00:00,1.12758,1.12838,1.12628,1.12797,11988,0,22009172000,0.001861751642330905,0.0018121428571428336,0.0010561067821577286,-0.00023044946509143127,5618.15,2.133798492386284
2016-04-14 17:00:00,1.12797,1.12804,1.12513,1.12625,9778,0,15926072000,0.002583795782463901,0.001906428571428547,0.000604138347681582,-0.0018699705767663,5899.4,1.6574566905108996
2016-04-14 18:00:00,1.12626,1.12693,1.12477,1.12625,8417,0,15167452000,0.001917869034406162,0.001962142857142833,0.00031086242117406293,-0.0015248632499090808,6154.9,1.3675283107767795
2016-04-14 19:00:00,1.12622,1.12701,1.12544,1.12616,4220,0,8340730000,0.0013941180649286703,0.002007857142857117,0.00019539229443843453,-0.0009492295272480744,6205.95,0.6799925877585221
