time,open,high,low,close,volume,spread
2025-12-01 00:00:00,4225.62,4256.09,4205.48,4255.58,27125,23
2025-12-01 04:00:00,4255.51,4256.33,4215.31,4229.52,34048,23
2025-12-01 08:00:00,4229.53,4253.48,4226.25,4249.95,32180,21
2025-12-01 12:00:00,4249.97,4264.46,4244.1,4247.38,33267,21
2025-12-01 16:00:00,4247.32,4249.22,4219.42,4232.28,46502,21
2025-12-01 20:00:00,4232.52,4244.6,4229.25,4232.46,28542,21
2025-12-02 00:00:00,4231.41,4235.83,4198.05,4219.39,21271,23
2025-12-02 04:00:00,4219.42,4226.06,4213.8,4225.04,25212,23
2025-12-02 08:00:00,4224.99,4226.22,4181.1,4191.92,28176,21
2025-12-02 12:00:00,4191.88,4215.22,4182.31,4212.45,28305,21
2025-12-02 16:00:00,4212.39,4230.52,4163.52,4193.77,44753,21
2025-12-02 20:00:00,4193.79,4212.24,4183.11,4207.94,25701,21
2025-12-03 00:00:00,4202.81,4221.1,4202.79,4214.3,20661,23
2025-12-03 04:00:00,4214.34,4228.7,4203.4,4207.79,27782,23
2025-12-03 08:00:00,4207.7,4211.7,4197.07,4202.12,28658,21
2025-12-03 12:00:00,4202.12,4238.49,4194.55,4237.2,31456,21
2025-12-03 16:00:00,4237.19,4241.52,4195.74,4211.11,43999,21
2025-12-03 20:00:00,4211.05,4212.64,4195.19,4206.04,25005,21
2025-12-04 00:00:00,4206.7,4216.68,4202.5,4209.18,17713,23
2025-12-04 04:00:00,4209.17,4209.17,4174.99,4181.08,30092,23
2025-12-04 08:00:00,4181.11,4202.18,4178.65,4199.88,33325,21
2025-12-04 12:00:00,4199.93,4206.38,4185.72,4198.23,28698,22
2025-12-04 16:00:00,4198.18,4219.65,4191.35,4216.48,40200,22
2025-12-04 20:00:00,4216.34,4217.35,4199.56,4208.59,23638,22
2025-12-05 00:00:00,4208.9,4210.35,4194.75,4202.95,16097,24
2025-12-05 04:00:00,4203.05,4221.14,4196.7,4220.27,24836,24
2025-12-05 08:00:00,4220.28,4230.65,4215.92,4223.31,25952,22
2025-12-05 12:00:00,4223.31,4238.84,4219.94,4234.5,24605,22
2025-12-05 16:00:00,4234.48,4259.21,4198.67,4217.56,50743,22
2025-12-05 20:00:00,4217.54,4219.14,4191.95,4196.86,30357,22
2025-12-08 00:00:00,4203.18,4211.64,4195.23,4201.08,20490,24
2025-12-08 04:00:00,4201.07,4217.04,4198.44,4217.02,24660,24
2025-12-08 08:00:00,4216.96,4218.84,4203.08,4207.96,28519,22
2025-12-08 12:00:00,4207.95,4215.38,4197.85,4201.56,28925,22
2025-12-08 16:00:00,4201.61,4211.47,4176.0,4194.85,45133,22
2025-12-08 20:00:00,4194.84,4195.61,4184.1,4188.88,23943,22
2025-12-09 00:00:00,4191.81,4197.24,4188.8,4196.19,13478,24
2025-12-09 04:00:00,4196.09,4198.78,4178.06,4179.82,27119,24
2025-12-09 08:00:00,4179.88,4212.73,4169.92,4203.06,34886,22
2025-12-09 12:00:00,4202.88,4208.3,4195.64,4201.35,29169,22
2025-12-09 16:00:00,4201.33,4221.32,4189.49,4203.05,50384,21
2025-12-09 20:00:00,4202.92,4216.01,4201.3,4209.39,27727,21
2025-12-10 00:00:00,4208.78,4217.95,4206.87,4213.81,15282,23
2025-12-10 04:00:00,4213.67,4218.73,4201.77,4211.28,21694,23
2025-12-10 08:00:00,4211.21,4211.7,4192.55,4194.18,26285,21
2025-12-10 12:00:00,4194.16,4205.02,4187.72,4200.64,27895,21
2025-12-10 16:00:00,4200.69,4206.95,4188.83,4199.74,40613,21
2025-12-10 20:00:00,4199.79,4238.71,4181.87,4228.33,41875,21
2025-12-11 00:00:00,4227.95,4247.61,4223.92,4238.26,20697,23
2025-12-11 04:00:00,4238.27,4240.7,4206.05,4207.48,31051,23
