time,open,high,low,close,volume,spread,real_volume,volatility,atr,momentum_5,momentum_20,volume_ma,volume_ratio
2021-12-31 23:00:00,1.13755,1.13755,1.13755,1.13755,1,11,0,0.01,0.001,0.0,0.0,0.0,0.0
2022-01-03 00:00:00,1.13693,1.13742,1.13645,1.13726,571,17,0,0.01,0.001,0.0,0.0,0.0,0.0
2022-01-03 01:00:00,1.13725,1.13778,1.13687,1.13728,1345,7,0,0.01,0.001,0.0,0.0,0.0,0.0
2022-01-03 02:00:00,1.13728,1.1375899999999999,1.13608,1.13622,1054,0,0,0.01,0.001,0.0,0.0,0.0,0.0
2022-01-03 03:00:00,1.13622,1.13654,1.13497,1.13588,1349,0,0,0.01,0.0010180000000000078,0.0,0.0,864.0,1.5613425925925926
2022-01-03 04:00:00,1.13588,1.13589,1.13422,1.13427,1091,0,0,0.0005845399604841672,0.0011266666666666831,-0.0028833897411104648,0.0,901.8333333333334,1.2097579005729069
2022-01-03 05:00:00,1.1343,1.135,1.13413,1.13482,807,0,0,0.0006792343181930446,0.0010900000000000037,-0.0021455076235865622,0.0,888.2857142857143,0.9084914763589578
2022-01-03 06:00:00,1.13483,1.1349,1.13387,1.13406,669,0,0,0.0006283655541946329,0.001082500000000014,-0.002831316826111374,0.0,860.875,0.7771163060839262
2022-01-03 07:00:00,1.13406,1.13414,1.1336,1.1338,658,0,0,0.0005864466135875916,0.001022222222222233,-0.0021298692154688714,0.0,838.3333333333334,0.7848906560636183
2022-01-03 08:00:00,1.1338,1.13465,1.13379,1.1343,877,0,0,0.0006179577345436247,0.0010059999999999958,-0.0013909920061977443,0.0,842.2,1.0413203514604605
2022-01-03 09:00:00,1.13431,1.13501,1.13349,1.1348,1948,0,0,0.0006300562592079629,0.0010527272727272657,0.00046726088144799505,0.0,942.7272727272727,2.066345226615236
2022-01-03 10:00:00,1.13479,1.13479,1.13352,1.13468,3299,0,0,0.0005991305384126784,0.0010716666666666559,-0.0001233675825241809,0.0,1139.0833333333333,2.896188455629527
2022-01-03 11:00:00,1.13466,1.13567,1.13355,1.13518,2983,0,0,0.0006031135341567718,0.0011523076923076747,0.0009876020669099539,0.0,1280.923076923077,2.3287893346144606
2022-01-03 12:00:00,1.13518,1.13598,1.1350500000000001,1.13551,2224,0,0,0.0005916231147337298,0.0011364285714285463,0.0015082025048509529,0.0,1348.2857142857142,1.6495020131383769
2022-01-03 13:00:00,1.13555,1.1366100000000001,1.1351499999999999,1.13557,2812,0,0,0.000570694462881852,0.0012407142857142775,0.0011196332539891163,0.0,1445.8666666666666,1.9448542973072669
2022-01-03 14:00:00,1.13558,1.13595,1.13471,1.13585,3216,0,0,0.0005582087737500517,0.0012507142857142637,0.0009252731758899735,0.0,1556.5,2.0661741085769356
2022-01-03 15:00:00,1.13585,1.1364,1.13456,1.13504,4771,0,0,0.0005606719871015952,0.001317142857142842,0.00031727006733195395,0.0,1745.5882352941176,2.7331760741364786
2022-01-03 16:00:00,1.13504,1.13519,1.13,1.13062,5699,0,0,0.0010605020821303336,0.0015799999999999942,-0.0040169840906288945,0.0,1965.2222222222222,2.899926499689037
2022-01-03 17:00:00,1.13066,1.13094,1.12904,1.12918,6079,0,0,0.0010511889289942554,0.0016035714285714184,-0.005574587630227779,0.0,2181.7368421052633,2.7863122090077916
2022-01-03 18:00:00,1.12919,1.12988,1.1283,1.12888,4771,0,0,0.0010221060202641565,0.0015971428571428367,-0.0058913144940425655,0.0,2311.2,2.0642956040152303
2022-01-03 19:00:00,1.12888,1.12902,1.12795,1.12837,2245,0,0,0.000994906958460803,0.0016114285714285495,-0.006585376590218739,-0.008069974946156133,2423.4,0.9263844185854584
2022-01-03 20:00:00,1.12837,1.12969,1.12829,1.12948,1431,0,0,0.0010421443745253537,0.0016378571428571195,-0.004898505779531992,-0.0068410038161896836,2466.4,0.5801978592280246
2022-01-03 21:00:00,1.12948,1.12995,1.12936,1.1297,1593,0,0,0.0010461137090568594,0.0016414285714285556,-0.0008137128301286545,-0.0066650253235791546,2478.8,0.6426496691947716
2022-01-03 22:00:00,1.12967,1.13003,1.12938,1.12963,1749,0,0,0.0010379851054272463,0.0016264285714285684,0.0003985192794770942,-0.005799933111545363,2513.55,0.6958286089395476
2022-01-03 23:00:00,1.12963,1.12989,1.12941,1.12971,572,1,0,0.0010411107045841122,0.0015521428571428591,0.0007352420097794798,-0.0054319118216713536,2474.7,0.2311391279751081
2022-01-04 00:00:00,1.12961,1.12961,1.1292,1.12938,3021,13,0,0.0010057459101084564,0.0014971428571428635,0.0008950964665845884,-0.004311142849585892,2571.2,1.174937772246422
2022-01-04 01:00:00,1.1294,1.1301700000000001,1.1294,1.13016,1083,7,0,0.0010143032255016575,0.0014021428571428757,0.0006020469596628164,-0.004106378104016373,2585.0,0.41895551257253383
2022-01-04 02:00:00,1.13016,1.13068,1.13011,1.13055,1058,0,0,0.0010152268357968475,0.001376428571428596,0.0007524121448172494,-0.003095074334691361,2604.45,0.40622780241509726
2022-01-04 03:00:00,1.1305399999999999,1.1309,1.1301700000000001,1.13066,1254,0,0,0.0010165861206450522,0.0013242857142857143,0.0009118029797368088,-0.0027694478744045847,2634.25,0.4760368226250356
2022-01-04 04:00:00,1.13066,1.13094,1.12998,1.13023,1172,0,0,0.0010085159273779272,0.0013042857142857261,0.0004602951199865757,-0.003588116018689913,2649.0,0.4424311060777652
2022-01-04 05:00:00,1.13023,1.1304400000000001,1.12948,1.12978,1292,0,0,0.0009987698223459336,0.0012414285714285839,0.00035417662788428395,-0.004423686993302756,2616.2,0.49384603623576184
2022-01-04 06:00:00,1.12977,1.13058,1.12961,1.13007,954,0,0,0.0010042473724120391,0.0009400000000000043,-7.963474198358078e-05,-0.004062819473331647,2498.95,0.3817603393425239
2022-01-04 07:00:00,1.13007,1.13058,1.13005,1.13049,858,0,0,0.0010020358405400374,0.0008421428571428548,-5.307151386491071e-05,-0.004131503373914325,2392.7,0.35859071341998583
2022-01-04 08:00:00,1.13049,1.13073,1.12921,1.1293199999999999,1347,0,0,0.0010112181488368323,0.0008378571428571442,-0.0011851484973379733,-0.005451295012813717,2348.85,0.5734721246567469
2022-01-04 09:00:00,1.1293199999999999,1.12944,1.12833,1.12917,2780,0,0,0.0010089211152207141,0.0008407142857142899,-0.0009378622050379981,-0.005635936137798558,2347.25,1.1843646820747684
2022-01-04 10:00:00,1.12917,1.13001,1.12875,1.12893,4165,0,0,0.0010014554284466545,0.0008307142857142878,-0.0007523588663279623,-0.006092353743892276,2394.7,1.7392575270388777
