time,open,high,low,close,volume,spread,returns,log_returns,volatility,volatility_10,volatility_50,tr,atr,atr_percent,rsi,rsi_normalized,sma_5,sma_10,sma_20,sma_50,sma_200,ema_12,ema_26,ema_50,price_sma20_ratio,price_sma50_ratio,sma20_sma50_ratio,macd,macd_signal,macd_hist,macd_normalized,bb_middle,bb_upper,bb_lower,bb_width,bb_position,momentum_1,momentum_5,momentum_10,momentum_20,roc_10,roc_20,volume_sma,volume_ratio,volume_delta,obv_direction,body,body_percent,upper_wick,lower_wick,candle_range,body_to_range,high_20,low_20,price_position_20,stoch_k,stoch_d
2021-09-30,1726.68,1764.21,1722.23,1757.16,90455,0,0.0017016094151927064,0.0017001633181209573,0.004525182552907585,0.00538980948794999,0.006665665359906818,41.98000000000002,23.87800000000002,1.3544957937908082,61.57276043777836,0.23145520875556727,1758.6550000000002,1762.22,1761.8799999999999,1762.869,1794.8529999999998,1760.0126536185708,1760.7623160501632,1762.1556996463391,0.0005618997888618971,0.01708067927906165,0.0,3.021253524066424,3.8697619604313624,0.06675338214947057,0.16850458588865597,1761.8799999999999,1771.1585990321812,1752.6014009678186,0.010532611792155333,0.5533485710809549,0.0017016094151927064,-0.0012804753124360246,0.0220071023697328,0.023754239796034415,2.200710236973289,2.3754239796034518,87052.6,1.0848039001707013,-0.06246199767840366,0,30.480000000000018,1.7652373340746412,7.0499999999999545,4.4500000000000455,41.98000000000002,0.7260600285850406,1770.57,1722.23,0.8407116259826218,59.177942302782675,63.88609774803668
2021-10-01,1755.77,1764.3,1749.75,1760.15,84805,7,0.0017016094151927064,0.0017001633181209573,0.004525182552907585,0.00538980948794999,0.006665665359906818,14.549999999999955,23.87800000000002,1.3544957937908082,61.57276043777836,0.23145520875556727,1758.6550000000002,1762.22,1761.8799999999999,1762.869,1794.8529999999998,1760.0126536185708,1760.7623160501632,1762.1556996463391,0.0005618997888618971,0.01708067927906165,0.0,3.021253524066424,3.8697619604313624,0.06675338214947057,0.16850458588865597,1761.8799999999999,1771.1585990321812,1752.6014009678186,0.010532611792155333,0.5533485710809549,0.0017016094151927064,-0.0012804753124360246,0.0220071023697328,0.023754239796034415,2.200710236973289,2.3754239796034518,87052.6,1.0848039001707013,-0.06246199767840366,1,4.380000000000109,0.24946319848272322,4.149999999999864,6.019999999999982,14.549999999999955,0.30103092783505997,1770.57,1722.23,0.8407116259826218,59.177942302782675,63.88609774803668
2021-10-04,1760.86,1770.57,1747.74,1769.35,82839,5,0.005226827259040334,0.0052132148101187385,0.004525182552907585,0.00538980948794999,0.006665665359906818,22.829999999999927,23.87800000000002,1.3544957937908082,61.57276043777836,0.23145520875556727,1762.22,1762.22,1761.8799999999999,1762.869,1794.8529999999998,1760.0126536185708,1760.7623160501632,1762.1556996463391,0.0005618997888618971,0.01708067927906165,0.0,3.021253524066424,3.8697619604313624,0.06675338214947057,0.16850458588865597,1761.8799999999999,1771.1585990321812,1752.6014009678186,0.010532611792155333,0.5533485710809549,0.005226827259040334,-0.0012804753124360246,0.0220071023697328,0.023754239796034415,2.200710236973289,2.3754239796034518,87052.6,1.0848039001707013,-0.02318259536583933,1,8.490000000000009,0.4821507672387362,1.2200000000000273,13.11999999999989,22.829999999999927,0.37187910643889777,1770.57,1722.23,0.8407116259826218,59.177942302782675,63.88609774803668
2021-10-05,1768.56,1769.41,1748.61,1759.87,82729,7,-0.005357899793709597,-0.005372304815624837,0.004525182552907585,0.00538980948794999,0.006665665359906818,20.800000000000182,23.87800000000002,1.3544957937908082,61.57276043777836,0.23145520875556727,1761.6325,1761.6325,1761.8799999999999,1762.869,1794.8529999999998,1760.0126536185708,1760.7623160501632,1762.1556996463391,0.0005618997888618971,0.01708067927906165,0.0,3.021253524066424,3.8697619604313624,0.06675338214947057,0.16850458588865597,1761.8799999999999,1771.1585990321812,1752.6014009678186,0.010532611792155333,0.5533485710809549,-0.005357899793709597,-0.0012804753124360246,0.0220071023697328,0.023754239796034415,2.200710236973289,2.3754239796034518,87052.6,1.0848039001707013,-0.0013278769661633216,-1,-8.690000000000055,-0.4913602026507472,0.8500000000001364,11.259999999999991,20.800000000000182,0.4177884615384605,1770.57,1722.23,0.8407116259826218,59.177942302782675,63.88609774803668
2021-10-06,1760.06,1765.09,1745.86,1762.87,94435,7,0.0017046713677715264,0.0017032200646313314,0.004525182552907585,0.00444021190191895,0.006665665359906818,19.230000000000018,23.87800000000002,1.3544957937908082,61.57276043777836,0.23145520875556727,1761.8799999999999,1761.8799999999999,1761.8799999999999,1762.869,1794.8529999999998,1760.0126536185708,1760.7623160501632,1762.1556996463391,0.0005618997888618971,0.01708067927906165,0.0,3.021253524066424,3.8697619604313624,0.06675338214947057,0.16850458588865597,1761.8799999999999,1771.1585990321812,1752.6014009678186,0.010532611792155333,0.5533485710809549,0.0017046713677715264,-0.0012804753124360246,0.0220071023697328,0.023754239796034415,2.200710236973289,2.3754239796034518,87052.6,1.0848039001707013,0.1414981445442347,1,2.8099999999999454,0.159653648171082,2.2200000000000273,14.200000000000045,19.230000000000018,0.14612584503379838,1770.57,1722.23,0.8407116259826218,59.177942302782675,63.88609774803668
2021-10-07,1763.03,1766.95,1751.97,1754.91,64872,7,-0.004515364150504464,-0.004525589198697496,0.004525182552907585,0.004525182552907585,0.006665665359906818,14.980000000000018,22.39500000000002,1.2761338188283171,46.552252528348106,-0.06895494943303788,1761.4299999999998,1760.7183333333332,1760.7183333333332,1762.869,1794.8529999999998,1759.2276299849445,1760.7623160501632,1762.1556996463391,-0.0032988429911654515,0.01708067927906165,0.0,3.021253524066424,3.8697619604313624,0.06675338214947057,0.16850458588865597,1760.7183333333332,1770.7811950866649,1750.6554715800016,0.01143040492374603,0.21139753900473984,-0.004515364150504464,-0.0012804753124360246,0.0220071023697328,0.023754239796034415,2.200710236973289,2.3754239796034518,83355.83333333333,0.7782538714547073,-0.31305130513051305,-1,-8.11999999999989,-0.460570721995649,3.9200000000000728,2.9400000000000546,14.980000000000018,0.5420560747663472,1770.57,1722.23,0.6760446834919346,59.177942302782675,63.88609774803668
2021-10-08,1756.0,1781.31,1753.35,1757.1,70509,7,0.001247927244132141,0.0012471492301314618,0.004093263202432387,0.004093263202432387,0.006665665359906818,27.960000000000036,23.190000000000023,1.319788287519209,49.91384261918413,-0.001723147616317391,1760.8199999999997,1760.2014285714286,1760.2014285714286,1762.869,1794.8529999999998,1758.9003022949532,1760.7623160501632,1762.1556996463391,-0.0017619736702212396,0.01708067927906165,0.0,3.021253524066424,3.8697619604313624,0.06675338214947057,0.16850458588865597,1760.2014285714286,1769.786085954082,1750.6167711887751,0.010890409730473028,0.33820868876118104,0.001247927244132141,-0.0017328068630515503,0.0220071023697328,0.023754239796034415,2.200710236973289,2.3754239796034518,81520.57142857143,0.8649227889892822,0.08689419163891965,1,1.099999999999909,0.06264236902049596,24.210000000000036,2.650000000000091,27.960000000000036,0.039341917024317156,1781.31,1722.23,0.590216655382531,59.177942302782675,63.88609774803668
2021-10-11,1757.04,1761.01,1750.13,1754.11,71862,7,-0.0017016675203460618,-0.0017031170011105785,0.003791653176945931,0.003791653176945931,0.006665665359906818,10.879999999999882,21.651250000000005,1.2343154078136493,45.966675482676244,-0.08066649034647512,1757.7720000000002,1759.44,1759.44,1762.869,1794.8529999999998,1758.1633327111142,1760.7623160501632,1762.1556996463391,-0.0030293729823126503,0.01708067927906165,0.0,3.021253524066424,3.8697619604313624,0.06675338214947057,0.16850458588865597,1759.44,1769.3038097536976,1749.5761902463025,0.011212442315392993,0.22982041761287195,-0.0017016675203460618,-0.008613332579760935,0.0220071023697328,0.023754239796034415,2.200710236973289,2.3754239796034518,80313.25,0.8947714106949974,0.019189039697059984,-1,-2.9300000000000637,-0.16675772890771204,3.9700000000000273,3.979999999999791,10.879999999999882,0.26930147058824405,1781.31,1722.23,0.5396073121191591,59.177942302782675,63.88609774803668
2021-10-12,1753.88,1769.33,1750.74,1760.19,82403,7,0.003466145224643835,0.0034601519882436656,0.0037472133459498826,0.0037472133459498826,0.006665665359906818,18.589999999999918,21.311111111111106,1.2107278822803849,53.45181134654818,0.06903622693096366,1757.836,1759.5233333333333,1759.5233333333333,1762.869,1794.8529999999998,1758.475127678635,1760.7623160501632,1762.1556996463391,0.0003788904949635352,0.01708067927906165,0.0,3.021253524066424,3.8697619604313624,0.06675338214947057,0.16850458588865597,1759.5233333333333,1768.7636201254193,1750.2830465412474,0.010503170508777134,0.5360739164090514,0.003466145224643835,0.00018183161256235536,0.0220071023697328,0.023754239796034415,2.200710236973289,2.3754239796034518,80545.44444444444,1.0230622050491855,0.14668392196153746,1,6.309999999999945,0.35977375875202094,9.139999999999873,3.1400000000001,18.589999999999918,0.3394298009682611,1781.31,1722.23,0.6425186188219377,59.177942302782675,63.88609774803668
2021-10-13,1760.78,1796.14,1757.9,1792.98,87833,7,0.018628670768496614,0.01845728230225962,0.007066355744264503,0.007066355744264503,0.006665665359906818,38.24000000000001,23.003999999999998,1.2830037144864972,73.35680751173716,0.4671361502347432,1763.8580000000002,1762.869,1762.869,1762.869,1794.8529999999998,1763.7835695742297,1760.7623160501632,1762.1556996463391,0.01708067927906165,0.01708067927906165,0.0,3.021253524066424,3.8697619604313624,0.06675338214947057,0.16850458588865597,1762.869,1785.75207953246,1739.98592046754,0.025961179795503792,1.1579315506308319,0.018628670768496614,0.01708010233312729,0.0220071023697328,0.023754239796034415,2.200710236973289,2.3754239796034518,81274.2,1.080699656225469,0.0658956591386235,1,32.200000000000045,1.8287349924465321,3.160000000000082,2.8799999999998818,38.24000000000001,0.8420502092050219,1796.14,1722.23,0.9572452983358127,59.177942302782675,63.88609774803668
