time,open,high,low,close,volume,spread,real_volume,volatility,atr,momentum_5,momentum_20,volume_ma,volume_ratio
2022-01-03 01:00:00,1830.63,1831.82,1828.03,1828.49,1353.0,25,0,0.01,0.001,0.0,0.0,0.0,0.0
2022-01-03 02:00:00,1828.47,1831.0,1827.0,1830.23,2500.0,8,0,0.01,0.001,0.0,0.0,0.0,0.0
2022-01-03 03:00:00,1830.16,1831.56,1827.6,1828.89,2739.0,5,0,0.01,0.001,0.0,0.0,0.0,0.0
2022-01-03 04:00:00,1828.86,1828.96,1825.71,1826.21,2082.0,12,0,0.01,0.001,0.0,0.0,0.0,0.0
2022-01-03 05:00:00,1826.22,1826.86,1824.14,1825.62,1940.0,5,0,0.01,3.54399999999996,0.0,0.0,2122.8,0.913887318635764
2022-01-03 06:00:00,1825.64,1825.89,1824.55,1825.09,1054.0,5,0,0.0008783735887753003,3.1766666666666574,-0.0018594578039803356,0.0,1944.6666666666667,0.5419952005485087
2022-01-03 07:00:00,1825.1,1825.7,1823.72,1825.45,1553.0,5,0,0.0008192760394254538,3.0057142857142805,-0.0026116936122781986,0.0,1888.7142857142858,0.8222524771197337
2022-01-03 08:00:00,1825.44,1825.73,1823.61,1825.17,1649.0,5,0,0.0007493514066037033,2.8950000000000102,-0.002034020635467426,0.0,1858.75,0.8871553463349025
2022-01-03 09:00:00,1825.19,1825.29,1820.93,1824.27,2811.0,5,0,0.0006986698754274177,3.0577777777777757,-0.001062309372963699,0.0,1964.5555555555557,1.4308579831457495
2022-01-03 10:00:00,1824.27,1824.38,1821.34,1822.82,3223.0,5,0,0.0006749822719012477,3.0560000000000174,-0.0015337255288614404,0.0,2090.4,1.5418101798698813
2022-01-03 11:00:00,1822.83,1826.69,1822.41,1826.33,2917.0,5,0,0.000959402847600806,3.1672727272727403,0.000679418549222266,0.0,2165.5454545454545,1.3470047437135302
2022-01-03 12:00:00,1826.33,1827.45,1825.47,1826.37,2441.0,5,0,0.0009111433186003596,3.068333333333347,0.0005039853186885601,0.0,2188.5,1.115375828192826
2022-01-03 13:00:00,1826.42,1827.12,1822.34,1823.0,2937.0,5,0,0.0010035152031835322,3.2000000000000104,-0.0011889303462143674,0.0,2246.076923076923,1.3076132744272064
2022-01-03 14:00:00,1823.0,1823.32,1821.38,1821.82,3275.0,5,0,0.0009670874836170422,3.109999999999997,-0.0013430029546065425,0.0,2319.5714285714284,1.411898749769046
2022-01-03 15:00:00,1821.83,1822.07,1805.71,1807.17,11659.0,5,0,0.002272756335505144,4.0078571428571355,-0.008585598139146944,0.0,2942.2,3.9626809870165185
2022-01-03 16:00:00,1807.13,1811.04,1802.84,1802.94,11170.0,5,0,0.0022243208755604177,4.307857142857139,-0.012807104959125626,0.0,3456.4375,3.2316510858362113
2022-01-03 17:00:00,1802.94,1806.75,1799.79,1801.97,10275.0,5,0,0.0021511929780093967,4.522142857142853,-0.013359833987636627,0.0,3857.529411764706,2.6636219463844584
2022-01-03 18:00:00,1801.93,1801.98,1798.32,1800.73,6765.0,5,0,0.002083581917667334,4.551428571428573,-0.012216127262753673,0.0,4019.0555555555557,1.6832312732399817
2022-01-03 19:00:00,1800.74,1800.97,1798.81,1799.69,3996.0,5,0,0.002022777216430553,4.511428571428594,-0.012147193465874673,0.0,4017.842105263158,0.9945637223437561
2022-01-03 20:00:00,1799.65,1802.28,1799.12,1801.7,3857.0,5,0,0.0020184430023926832,4.641428571428589,-0.003026832008056757,0.0,4009.8,0.961893361264901
2022-01-03 21:00:00,1801.72,1803.0,1801.07,1801.72,2516.0,5,0,0.0019724479649952265,4.637857142857164,-0.0006766725459527168,-0.014640495709574597,4067.95,0.6184933443134749
2022-01-03 22:00:00,1801.73,1804.53,1801.19,1801.68,3049.0,8,0,0.0019403729741697988,4.725000000000007,-0.0001609349767198731,-0.015599132349486067,4095.4,0.7444938223372565
2022-01-03 23:00:00,1801.73,1802.17,1800.98,1801.2,1466.0,5,0,0.0019438195563608023,4.498571428571446,0.0002610052589782086,-0.015140331020455089,4031.75,0.36361381534073295
2022-01-04 01:00:00,1802.46,1804.27,1802.21,1804.13,1012.0,20,0,0.002006769836379151,4.5007142857142854,0.002467091554656742,-0.012090613894349511,3978.25,0.25438320869729153
2022-01-04 02:00:00,1804.13,1804.82,1802.92,1804.4,1966.0,5,0,0.002013053163817586,4.3307142857142775,0.0014985846700339422,-0.01162344847229968,3979.55,0.49402570642409316
2022-01-04 03:00:00,1804.34,1806.88,1803.15,1805.13,5572.0,8,0,0.002024326065535541,4.4557142857142775,0.0018926359256710157,-0.01093644696973839,4205.45,1.3249473896967032
2022-01-04 04:00:00,1805.11,1807.01,1804.6,1805.39,3269.0,5,0,0.002023330035390478,4.286428571428571,0.0020591892011900814,-0.010989071187926247,4291.25,0.7617826973492572
2022-01-04 05:00:00,1805.36,1806.11,1803.83,1804.15,2907.0,8,0,0.0020213362050909857,4.310714285714296,0.001637797024206078,-0.01151673542738485,4354.15,0.6676389191920352
2022-01-04 06:00:00,1804.16,1804.22,1803.16,1803.38,2112.0,5,0,0.0020215355408630164,3.217857142857156,-0.00041571283665808867,-0.011451155804787616,4319.2,0.48897944063715504
2022-01-04 07:00:00,1803.4,1805.52,1803.12,1805.42,2469.0,8,0,0.0020560312150557218,2.803571428571445,0.0005652848592330173,-0.00954564904927524,4281.5,0.5766670559383393
2022-01-04 08:00:00,1805.43,1806.04,1803.35,1803.47,2991.0,6,0,0.0019795657188646826,2.498571428571446,-0.0009196013583510076,-0.012516905488055174,4285.2,0.6979837580509661
2022-01-04 09:00:00,1803.49,1807.35,1803.15,1805.75,3593.0,5,0,0.0020200995677150807,2.537142857142856,0.00019940289909659015,-0.01129015478791262,4342.8,0.8273464124527954
2022-01-04 10:00:00,1805.77,1806.82,1803.33,1804.01,3854.0,5,0,0.002000229536573199,2.6321428571428505,-7.759886927372062e-05,-0.010416895227646772,4388.65,0.8781743816435579
2022-01-04 11:00:00,1804.04,1806.72,1801.95,1805.7,3872.0,5,0,0.0020261825784208213,2.7471428571428436,0.0012864731781432326,-0.008848294562580183,4418.5,0.8763154916826977
2022-01-04 12:00:00,1805.7,1808.56,1805.32,1805.67,3185.0,5,0,0.0009519568584714492,2.840714285714268,0.00013847193450833295,-0.0008300270588821324,3994.8,0.7972864724141383
2022-01-04 13:00:00,1805.67,1805.67,1802.41,1804.11,3551.0,5,0,0.0008110475315220792,2.8349999999999875,0.0003548714422751953,0.0006489400645610655,3613.85,0.9826085753420867
2022-01-04 14:00:00,1804.14,1805.07,1798.51,1801.24,5857.0,5,0,0.0008811753414300983,3.2185714285714084,-0.0024975771839955696,-0.00040511218277772265,3392.95,1.726226440118481
2022-01-04 15:00:00,1801.24,1807.28,1799.72,1807.14,8489.0,5,0,0.00113277929913006,3.5392857142856946,0.0017350236417759124,0.0035596674681934726,3479.15,2.439963784257649
2022-01-04 16:00:00,1807.14,1810.84,1806.35,1810.15,10244.0,5,0,0.001164606199570018,3.7242857142857053,0.0024644182311568397,0.005812112085970433,3791.55,2.70179741794253
2022-01-04 17:00:00,1811.37,1816.74,1807.57,1814.59,10913.0,5,0,0.0012497065201300852,4.112857142857138,0.004939994572651596,0.007154354221013515,4144.35,2.633223545308673
2022-01-04 18:00:00,1814.59,1815.6,1811.67,1812.59,6923.0,5,0,0.0012900774817906336,4.221428571428548,0.004700378580020148,0.006033123903825155,4364.7,1.5861342131188856
2022-01-04 19:00:00,1812.61,1815.13,1811.84,1813.57,3644.0,5,0,0.0012887811116990158,4.293571428571421,0.006845284359663362,0.006599396119177481,4394.45,0.8292277759446575
2022-01-04 20:00:00,1813.6,1815.18,1813.46,1815.08,3607.0,5,0,0.001285450704673477,4.340714285714284,0.004393682835862167,0.007705973795247623,4501.5,0.8012884594024214
