time,open,high,low,close,tick_volume,spread,real_volume,returns,volatility
2018-09-13 08:00:00,1204.28,1207.23,1203.33,1205.91,12568,15,0,0.0,0.0
2018-09-13 12:00:00,1205.9,1210.08,1204.05,1209.69,20611,15,0,0.00313456228076725,0.0022164702447820934
2018-09-13 16:00:00,1209.7,1212.6,1201.46,1203.48,25667,15,0,-0.005133546611115314,0.0041741347636073
2018-09-13 20:00:00,1203.48,1204.11,1200.07,1201.26,8771,16,0,-0.0018446505135107927,0.003458715311319434
2018-09-14 00:00:00,1201.63,1203.09,1201.31,1202.89,3111,16,0,0.0013569085793250224,0.0031696197093342014
2018-09-14 04:00:00,1202.9,1205.74,1202.83,1205.1,4924,17,0,0.0018372419755752212,0.0029909152784175835
2018-09-14 08:00:00,1205.1,1208.52,1204.55,1206.81,14270,15,0,0.0014189693801345271,0.0027906708670970178
2018-09-14 12:00:00,1206.81,1207.63,1201.2,1201.91,15457,15,0,-0.004060291180881692,0.0029747494245556394
2018-09-14 16:00:00,1201.91,1203.3,1192.84,1194.98,25729,15,0,-0.005765822732151427,0.0033058416549992557
2018-09-14 20:00:00,1194.98,1196.98,1193.09,1193.43,10997,16,0,-0.00129709283837387,0.0031181337180090675
2018-09-17 00:00:00,1193.67,1194.73,1192.75,1193.78,2322,15,0,0.00029327233268805486,0.003130309192505031
2018-09-17 04:00:00,1193.78,1195.8,1193.66,1194.87,3806,16,0,0.0009130660590728201,0.00287197909157737
2018-09-17 08:00:00,1194.87,1197.25,1194.28,1196.85,11620,15,0,0.0016570840342464699,0.002639363696892573
2018-09-17 12:00:00,1196.85,1200.01,1196.11,1199.36,18692,17,0,0.002097171742490689,0.0027175749302057847
2018-09-17 16:00:00,1199.35,1204.77,1198.68,1202.42,16340,16,0,0.0025513607257205972,0.0028158805518870814
2018-09-17 20:00:00,1202.41,1202.6,1199.86,1200.93,8318,13,0,-0.001239167678514952,0.002755960174681561
2018-09-18 00:00:00,1201.38,1201.6,1197.63,1198.86,3800,16,0,-0.0017236641602759173,0.002711519044709052
2018-09-18 04:00:00,1198.86,1199.77,1196.99,1198.26,6797,17,0,-0.0005004754516789722,0.0024346755996364766
2018-09-18 08:00:00,1198.26,1200.71,1195.82,1198.84,18364,15,0,0.0004840351843504731,0.001498149327431803
2018-09-18 12:00:00,1198.84,1203.04,1198.29,1201.07,21720,15,0,0.0018601314604116403,0.0014505860392304143
2018-09-18 16:00:00,1201.01,1203.48,1197.62,1198.29,24192,15,0,-0.0023146028124921836,0.0017276640373435621
2018-09-18 20:00:00,1198.29,1199.26,1196.87,1198.04,5822,17,0,-0.0002086306319839526,0.0017255123146694166
2018-09-19 00:00:00,1197.95,1199.9,1197.92,1199.0,2447,19,0,0.0008013088043805627,0.001669174622687339
2018-09-19 04:00:00,1199.0,1202.45,1198.11,1201.94,5325,18,0,0.002452043369474577,0.0017175177665709426
2018-09-19 08:00:00,1201.94,1204.56,1201.91,1202.9,15996,15,0,0.0007987087541807547,0.0015321766002718814
2018-09-19 12:00:00,1202.9,1206.16,1201.22,1205.25,18270,15,0,0.0019536121040817367,0.0015680191921618476
2018-09-19 16:00:00,1205.25,1205.99,1201.09,1204.13,20322,15,0,-0.0009292677867661636,0.00146762144382494
2018-09-19 20:00:00,1204.13,1204.23,1202.41,1203.68,7018,18,0,-0.0003737138016659536,0.0014591216184177034
2018-09-20 00:00:00,1203.81,1204.13,1203.02,1203.53,1724,16,0,-0.00012461783862827147,0.0014703053475254358
2018-09-20 04:00:00,1203.63,1206.54,1203.63,1205.6,4773,17,0,0.0017199405083379027,0.0014553384488510998
2018-09-20 08:00:00,1205.6,1205.8,1201.23,1201.45,14456,15,0,-0.0034422694094226047,0.0017087389155170452
2018-09-20 12:00:00,1201.44,1207.78,1201.26,1207.02,19512,15,0,0.004636064755087599,0.00218112275367299
2018-09-20 16:00:00,1207.02,1208.4,1203.01,1205.75,22067,16,0,-0.001052178091498046,0.002253745127559882
2018-09-20 20:00:00,1205.73,1207.89,1204.75,1207.07,7079,14,0,0.0010947543023014372,0.0021665799354403928
2018-09-21 00:00:00,1206.75,1209.95,1206.6,1209.32,2715,15,0,0.0018640178282949282,0.002212530758901232
2018-09-21 04:00:00,1209.32,1209.32,1207.63,1209.26,5032,18,0,-4.9614659478058876e-05,0.002159840224313891
2018-09-21 08:00:00,1209.26,1211.03,1207.15,1208.67,16658,17,0,-0.00048790169194379285,0.002135522564098816
2018-09-21 12:00:00,1208.67,1208.9,1195.39,1195.82,19268,15,0,-0.010631520597019994,0.0040984484137724445
2018-09-21 16:00:00,1195.82,1201.13,1191.78,1197.21,22226,15,0,0.001162382298339315,0.004136715211570546
2018-09-21 20:00:00,1197.2,1199.37,1195.81,1199.1,4695,16,0,0.001578670408700189,0.004128453965869011
2018-09-24 00:00:00,1198.88,1198.91,1196.24,1196.64,2719,17,0,-0.0020515386539903258,0.0040420734269126105
2018-09-24 04:00:00,1196.64,1197.27,1195.79,1196.9,3832,18,0,0.00021727503676971516,0.0036540316416737817
2018-09-24 08:00:00,1196.89,1199.27,1194.36,1199.23,12159,15,0,0.0019466956303784144,0.0037559176428670882
2018-09-24 12:00:00,1199.23,1200.86,1197.85,1197.97,11000,15,0,-0.0010506741826005195,0.003713472188538275
2018-09-24 16:00:00,1197.87,1204.12,1197.77,1201.0,17591,15,0,0.0025292786964614677,0.003771022517866195
2018-09-24 20:00:00,1201.0,1201.0,1198.37,1198.66,4947,15,0,-0.0019483763530390164,0.0037833308339176473
2018-09-25 00:00:00,1198.93,1199.4,1197.92,1198.21,2348,18,0,-0.0003754192181268934,0.003784771810653319
2018-09-25 04:00:00,1198.15,1199.35,1197.01,1198.56,4461,19,0,0.0002921023860591454,0.0015945530410002527
2018-09-25 08:00:00,1198.56,1200.71,1198.27,1199.75,16519,15,0,0.0009928580963822764,0.0015844084038775215
2018-09-25 12:00:00,1199.75,1202.12,1199.29,1200.74,10915,15,0,0.0008251719108147704,0.0015292047346447504
2018-09-25 16:00:00,1200.74,1203.34,1200.13,1200.92,14848,15,0,0.00014990755700661218,0.0013236643708900773
2018-09-25 20:00:00,1200.93,1201.76,1199.92,1201.06,6098,18,0,0.00011657729074365797,0.0013252349868360924
2018-09-26 00:00:00,1201.33,1201.91,1200.02,1200.02,2471,18,0,-0.0008659017867550522,0.0012441790163730043
2018-09-26 04:00:00,1200.02,1202.3,1199.87,1201.95,4718,18,0,0.0016083065282246345,0.0012628726215755499
2018-09-26 08:00:00,1201.95,1202.44,1198.74,1199.67,15634,15,0,-0.0018969175090477464,0.0011803263075363018
2018-09-26 12:00:00,1199.68,1199.68,1194.14,1195.71,21275,15,0,-0.00330090774963121,0.0014589724241994687
2018-09-26 16:00:00,1195.72,1197.47,1193.64,1196.0,22367,15,0,0.00024253372473248547,0.0014659248142030255
2018-09-26 20:00:00,1196.0,1200.2,1190.47,1194.22,20826,15,0,-0.0014882943143812444,0.0015092042538716423
2018-09-27 00:00:00,1194.83,1197.07,1194.67,1196.28,2886,15,0,0.001724975297683784,0.0015973942341075261
2018-09-27 04:00:00,1196.29,1198.52,1195.34,1198.07,5878,18,0,0.0014963052128262877,0.0016621664930277053
2018-09-27 08:00:00,1198.07,1198.37,1194.36,1196.51,13196,15,0,-0.0013020942015073977,0.001689330783552324
2018-09-27 12:00:00,1196.51,1197.34,1186.59,1186.9,13741,15,0,-0.00803169217139843,0.0029357233427611735
2018-09-27 16:00:00,1186.97,1187.77,1181.84,1184.12,20862,15,0,-0.0023422360771759854,0.002955153339065424
2018-09-27 20:00:00,1184.12,1185.32,1182.29,1182.52,6182,16,0,-0.0013512144039454776,0.0027707443074823273
2018-09-28 00:00:00,1183.34,1183.96,1182.9,1183.7,2599,19,0,0.0009978689578189481,0.0028879149470957075
2018-09-28 04:00:00,1183.7,1185.41,1182.97,1183.41,5613,20,0,-0.0002449945087437122,0.0028176593794779596
2018-09-28 08:00:00,1183.43,1184.42,1180.66,1183.32,13918,15,0,-7.605141075384125e-05,0.0028034391447292325
2018-09-28 12:00:00,1183.32,1185.87,1181.67,1185.82,20687,15,0,0.0021126998614069414,0.002968947871638384
2018-09-28 16:00:00,1185.82,1193.54,1184.27,1192.44,14961,15,0,0.005582634801234665,0.0035189547575862666
2018-09-28 20:00:00,1192.44,1193.94,1190.62,1191.51,6430,15,0,-0.0007799134547650244,0.003461865100977287
2018-10-01 00:00:00,1191.89,1192.15,1189.71,1189.94,3010,18,0,-0.0013176557477485584,0.0034622474647149582
2018-10-01 04:00:00,1189.93,1190.37,1187.99,1188.41,5151,19,0,-0.0012857791149133435,0.002305371142658184
2018-10-01 08:00:00,1188.36,1189.58,1185.22,1185.82,12236,15,0,-0.00217938253633021,0.0022864679326343017
2018-10-01 12:00:00,1185.81,1192.05,1184.51,1191.01,12383,15,0,0.004376718220303388,0.0025696924315963036
2018-10-01 16:00:00,1191.01,1191.21,1185.11,1188.84,14923,16,0,-0.0018219830228126677,0.002687654263821604
2018-10-01 20:00:00,1188.84,1190.1,1187.71,1188.66,4873,17,0,-0.00015140809528602084,0.0026851788704096505
2018-10-02 00:00:00,1188.81,1190.21,1188.67,1190.01,2705,16,0,0.001135732673767098,0.002686345115534554
2018-10-02 04:00:00,1190.01,1192.95,1189.67,1192.55,5132,17,0,0.0021344358450769985,0.002687743028958947
2018-10-02 08:00:00,1192.55,1194.71,1191.35,1193.11,16974,15,0,0.0004695819881765928,0.0020351947451493443
2018-10-02 12:00:00,1193.11,1198.02,1189.07,1197.89,19119,15,0,0.00400633638139003,0.0023540572398877964
2018-10-02 16:00:00,1197.93,1208.19,1197.92,1203.83,19594,15,0,0.004958719081050722,0.002625750796359853
2018-10-02 20:00:00,1203.87,1204.23,1201.32,1202.74,6260,15,0,-0.0009054434596246219,0.0025888133741045235
2018-10-03 00:00:00,1203.98,1207.53,1203.77,1205.99,3053,15,0,0.0027021633935846445,0.002327329340418421
2018-10-03 04:00:00,1205.99,1208.25,1205.43,1205.89,7677,17,0,-8.291942719251821e-05,0.0021778796253742088
2018-10-03 08:00:00,1205.89,1206.28,1202.22,1203.71,11216,15,0,-0.001807793413993064,0.0021756631983481543
2018-10-03 12:00:00,1203.7,1205.12,1200.45,1202.44,12868,15,0,-0.0010550714042418807,0.0022573830747858155
2018-10-03 16:00:00,1202.44,1205.18,1197.77,1198.57,15948,15,0,-0.0032184558065267987,0.00264780525254774
